Date,Level,Slope 20Y-2Y,Curvature 2*10Y-2Y-20Y
1992-07-03,3.18473591281258,-3.29720077177631,-1.6509463890102725
1992-07-10,3.180859706847334,-2.9201751229028887,-1.4274285729792853
1992-07-17,3.1436347636717503,-2.82209222523256,-1.7351537176300171
1992-07-24,3.072594394820854,-2.485832293752029,-2.0724878711999883
1992-07-31,3.02200769687653,-2.109206565089959,-2.0308928360478173
1992-08-07,3.05150589858716,-2.085135420496534,-1.6756153628907284
1992-08-14,2.932059996567615,-1.2494883494737627,-2.2329598250320846
1992-08-21,2.9043430078183867,-1.199861377495206,-2.2032548647562358
1992-08-28,2.8912906681799395,-1.5155406323233116,-2.3703146985434933
1992-09-04,2.8604859381839183,-2.274074793028474,-1.4090534055738213
1992-09-11,2.8563843393556065,-2.1894806281725607,-1.6667632567720903
1992-09-18,2.9024921837684525,-2.069785072238688,-1.6597255739710046
1992-09-25,2.841109716011569,-1.8725993267487442,-1.7604471697071389
1992-10-02,2.8043706575747027,-1.549323739813213,-1.768979027756093
1992-10-09,2.8432424364465656,-1.4508210897964853,-1.7475223611737194
1992-10-16,2.833396170186318,-1.5752072681869262,-1.7993897966356394
1992-10-23,2.830541461220567,-1.6468641289768584,-1.981510961670887
1992-10-30,2.8008650751703676,-1.4614204030547302,-2.052819622417374
1992-11-06,2.7843239549977565,-1.4562959909741522,-1.6499341572902264
1992-11-13,2.7250448360132657,-1.5379187087525148,-1.7777177836719302
1992-11-20,2.740829153368354,-1.8171545182541344,-1.9170742485391299
1992-11-27,2.742273650536077,-1.8567521828075513,-2.111917434537698
1992-12-04,2.7376257138086606,-1.710359818672985,-1.951470614585037
1992-12-11,2.7548618371520903,-1.8083962428749956,-1.877425467729139
1992-12-18,2.7737946969843987,-1.919536196090579,-1.8434197739078393
1992-12-25,2.753596880630833,-1.9478905159437403,-2.012493391993143
1993-01-01,2.7424835657785014,-1.981994342784168,-2.0578844389008286
1993-01-08,2.699099722404252,-1.87349952695004,-2.32446789171064
1993-01-15,2.665977086268137,-1.771342871562821,-2.2821971803979753
1993-01-22,2.6016623959076655,-1.8598456237848218,-2.018721958868588
1993-01-29,2.5969110414242196,-1.604030479500289,-2.1016820673353602
1993-02-05,2.524637771334755,-1.3228914227870414,-1.546921367835498
1993-02-12,2.448501125488114,-1.4203758099645878,-1.717122494470003
1993-02-19,2.3715125531624226,-1.539998680375316,-1.7296608572724521
